입찰공고번호,입찰공고차수,입찰공고명,업무구분명,계약체결형태명,계약체결방법명,낙찰자결정방법명,적격심사여부,공고기관명,공고기관코드,수요기관명,수요기관코드,낙찰하한율,예정가격,기초금액,추정가격,개찰일자,개찰시각,개찰결과구분명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체사업자등록번호,최종낙찰업체주소
UMM1355,1,25-M-음식물류 폐기물 위탁처리 용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,80.495,,407640000,378000000,2024-12-18,11:00,유찰,,,,,,,,
UMM1353,1,24-F-주기장경계시스템 기반체계 교체 금융리스,물품,총액계약,일반경쟁,최저가격제,N,국군재정관리단,ZD00303,국군재정관리단,ZD00303,0,579577243,577360000,593670310,2024-12-18,11:00,개찰완료,565651850,97.597,2024-12-18,롯데캐피탈(주),추광식,이정은,120-81-55981,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층"
HCQ0084,1,25년 기본복지시설(하늘회관) 식자재 공급 계약,물품,총액계약,제한경쟁,적격심사제,Y,공군제5공중기동비행단,ZD00193,공군제5공중기동비행단,ZD00193,82.995,825180389,821914410,762138818,2024-12-19,11:00,개찰완료,684974480,83.009,2024-12-20,주식회사 대흥푸드,정점례,정점례,130-86-20091,인천광역시 서구 검단로93번길9(오류동)
HCQ0085,1,25년 기본복지시설(하늘회관) 김치 공급 계약,물품,총액계약,제한경쟁,적격심사제,Y,공군제5공중기동비행단,ZD00193,공군제5공중기동비행단,ZD00193,87.995,132765297,132420580,122790000,2024-12-19,11:00,개찰완료,117041320,88.156,2024-12-20,농업회사법인 다올주식회사,이규호,권가영,153-87-01492,경상북도 경주시 현곡면 나원계탑길46
HDE0013,1,태성대아파트 등 2개소 시설관리용역,용역,총액계약,제한경쟁,적격심사제,Y,공군항공안전단,ZD00181,공군항공안전단,ZD00181,87.995,1303541678,1298569764,1204128327,2024-12-19,10:30,개찰완료,1147603680,88.037,2024-12-19,(주)성우알티에스,김효원,박민숙,220-86-16357,"서울특별시 강남구 논현로10길29-0 (개포동), 402호(전남친환경식품유통센터)"
HDK0032,1,25년 정화시설 관리용역,용역,총액계약,제한경쟁,적격심사제,Y,공군제11전투비행단,ZD00202,공군제11전투비행단,ZD00202,87.995,132730328,131609800,122038182,2024-12-19,10:30,개찰완료,117255584,88.341,2024-12-19,태평양환경건설 주식회사,손영애,김영준,513-81-31750,경상북도 칠곡군 북삼읍 칠곡대로137-0
HDK0033,1,25년 사업장 폐기물처리 용역,용역,총액계약,제한경쟁,적격심사제,Y,공군제11전투비행단,ZD00202,공군제11전투비행단,ZD00202,84.245,106766545,105686270,98000000,2024-12-19,10:30,개찰완료,92272110,86.424,2024-12-19,주식회사 세영에코,나은수,나은수,826-88-02669,대구광역시 달성군 논공읍 노이길66-0
HDQ0085,1,20비 24-404  411 CCTV 구매설치,물품,총액계약,제한경쟁,적격심사제,Y,제20전투비행단,ZD00161,제20전투비행단,ZD00161,87.995,31374459,31142700,28877818,2024-12-19,11:00,개찰완료,27608810,87.997,2024-12-19,주식회사 새움,이세희,박선미,215-87-17690,"경기도 하남시 미사대로540, B동 928~930, 221호"
LAZ0022,1,작전지휘시설 선행 연구용역,용역,총액계약,일반경쟁,적격심사제,Y,드론작전사령부,9800110,드론작전사령부,9800110,87.745,84534750,83904000,76276364,2024-12-19,10:30,개찰완료,74185710,87.757,2024-12-19,에이스 컴퍼니,정택호,정택호,372-26-00661,"인천광역시 서구 건지로404, 207동 1501호(가좌동, 가좌한신휴플러스아파트)"
LCG0105,1,[24-육-327] 24-4차 정보화사업 통합금융리스,물품,총액계약,일반경쟁,최저가격제,N,육군본부,1290298,육군본부,1290298,0,1556163324,1562673410,1420612191,2024-12-19,12:30,개찰완료,1480155780,95.115,2024-12-19,롯데캐피탈(주),추광식,이정은,120-81-55981,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층"
LCJ0056,1,25년 부대하역 용역,용역,총액계약,일반경쟁,적격심사제,Y,종합보급창,ZD00898,종합보급창,ZD00898,87.995,597830407,598590190,555056364,2024-12-19,11:00,개찰완료,526565100,88.079,2024-12-19,주식회사 피너,김향민,오미진,262-86-02352,"충청북도 청주시 서원구 사운로91, 301동 204호 (사직동)"
LGI0103,1,구운계란 등 7종,물품,단가계약,제한경쟁,적격심사제,Y,제3군수지원여단,ZD01109,제3군수지원여단,ZD01109,82.995,9898.18,9805,117286727,2024-12-19,10:30,개찰완료,8220.35,83.049,2024-12-19,아주상사,정선희,정선희,704-04-01507,"경기도 화성시 동탄광역환승로63, 106동 301호(오산동)"
LQG0078,1,00부대 식기세척기 임차 용역,용역,총액계약,제한경쟁,적격심사제,Y,육군 52보병사단,ZD00273,육군 52보병사단,ZD00273,87.745,175058620,172800000,157090909,2024-12-19,10:30,개찰완료,153720720,87.81,2024-12-24,행운남,엄창섭,엄창섭,481-17-02485,"경기도 파주시 문산읍 방촌로1725-0, 2층 202-C149호"
MCD0088,1,25년 예비군 웹사이트 휴대폰 본인확인 서비스,용역,총액계약,제한경쟁,적격심사제,Y,국방부(운영지원과),1290000,국방부(운영지원과),1290000,87.745,87740846,87186790,80845936,2024-12-19,11:00,개찰완료,78101306,89.013,2024-12-19,한국모바일인증 주식회사,박종진,박종진,113-86-00654,"서울특별시 구로구 디지털로243, 16층(구로동, 지하이시티)"
MDG0234,2,25년 상병건강검진결과 모바일 서비스 용역,용역,총액계약,일반경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.745,,48216000,44727273,2024-12-19,11:00,유찰,,,,,,,,
MDG0235,1,25년 의료기관종사자 잠복결핵 검진위탁,용역,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.745,77589865,77339640,71743636,2024-12-19,11:00,개찰완료,68100000,87.769,2024-12-19,의료법인 녹십자의료재단,이상곤,장상화,213-82-03521,경기도 용인시 기흥구 이현로30번길 107()
MDG0233,1,25년 환의세탁용역(국군함평병원),용역,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.745,,28847280,26760000,2024-12-19,11:00,유찰,,,,,,,,
MDP0012,1,25~26년 렌탈프린터 임차용역,용역,총액계약,제한경쟁,적격심사제,Y,한미연합군사령부,1290294,한미연합군사령부,1290294,87.745,103866961,104447050,96850909,2024-12-19,11:00,개찰완료,91141150,87.747,2024-12-19,다다익선,이영수,이영수,269-27-01639,"경기도 평택시 평택5로34번길48, 402-A72호(합정동)"
SCF1123,1,FFG-II 가스터빈(MT-3040) 유지보수 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,1203000000,1116280918,2024-12-19,10:30,유찰,,,,,,,,
SCR0131,1,25-욕지도 전진기지대 급식구매,물품,총액계약,일반경쟁,적격심사제,Y,해군제3함대사령부,ZD00155,해군제3함대사령부,ZD00155,82.995,333857940,333600000,314130864,2024-12-19,10:30,개찰완료,277086600,82.995,2024-12-19,株式會社 森雅인터내셔날,이균희,오순정,229-81-00672,충청남도 아산시 신창면 읍내리72-2
SCR0132,1,25-흑산도 전진기지대 및 운용대 급식구매,물품,총액계약,일반경쟁,적격심사제,Y,해군제3함대사령부,ZD00155,해군제3함대사령부,ZD00155,82.995,648471032,646400000,616862909,2024-12-19,10:30,개찰완료,538212697,82.997,2024-12-19,주식회사 멀티열린세상,주영철,주영철,161-81-00018,"경기도 광명시 광명로786번길4 (광명동),301호"
SCR0135,1,25-추자도 운용대 급식구매,물품,총액계약,제한경쟁,적격심사제,Y,해군제3함대사령부,ZD00155,해군제3함대사령부,ZD00155,87.995,185382379,185500000,176144182,2024-12-19,10:30,개찰완료,164071077,88.504,2024-12-19,싱싱푸드,임수연,임수연,416-17-81400,전라남도 광양시 광양읍 읍내중앙길38-0
SCR0136,1,25-안마도 운용대 급식구매,물품,총액계약,제한경쟁,적격심사제,Y,해군제3함대사령부,ZD00155,해군제3함대사령부,ZD00155,87.995,161385003,161100000,159530636,2024-12-19,10:30,개찰완료,148212000,91.837,2024-12-19,한울F&S,백명실,박정윤,573-26-00094,전라남도 목포시 삼학로241번길22(산정동)
SCR0134,1,25-거문도 운용대 급식구매,물품,총액계약,제한경쟁,적격심사제,Y,해군제3함대사령부,ZD00155,해군제3함대사령부,ZD00155,87.995,199243609,201100000,192757364,2024-12-19,10:30,개찰완료,176731036,88.7,2024-12-19,싱싱푸드,임수연,임수연,416-17-81400,전라남도 광양시 광양읍 읍내중앙길38-0
SCR0133,1,25-욕지도 운용대 급식구매,물품,총액계약,제한경쟁,적격심사제,Y,해군제3함대사령부,ZD00155,해군제3함대사령부,ZD00155,87.995,189709079,187900000,180297545,2024-12-19,10:30,개찰완료,167231000,88.151,2024-12-19,가야F.S,안성철,안성철,488-19-01502,경상남도 창원시 마산회원구 봉암공단1길165-0 (봉암동)
SCR0130,1,25년 국수(소면) 등 316종 구매,물품,총액계약,일반경쟁,적격심사제,Y,해군제3함대사령부,ZD00155,해군제3함대사령부,ZD00155,82.995,984956714,980200000,908938182,2024-12-19,10:30,개찰완료,817589700,83.007,2024-12-19,주식회사 푸드앤하우스,김형석,김형석,398-88-01020,경상남도 양산시 평산회야로9-2(평산동)
SFC0166,1,24-덕-간부숙소 신축 선행연구 사업,용역,총액계약,일반경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.745,54080299,54385010,49440918,2024-12-19,11:00,개찰완료,47460900,87.76,2024-12-19,엠지산업,조명지,조명지,650-45-00373,"인천광역시 남동구 서창남순환로55, 505동 603호(서창동, 서창센트럴푸르지오)"
SFG0135,2,25-K-말도 민간선박 임차,용역,총액계약,일반경쟁,적격심사제,Y,제9181부대,ZD00151,제9181부대,ZD00151,85.495,,447320580,414788182,2024-12-19,10:30,유찰,,,,,,,,
SFM0100,2,25~27년 해병대 KAAV 해상보험 용역,용역,총액계약,일반경쟁,적격심사제,Y,제3170부대,ZD00464,제3170부대,ZD00464,47.995,,308574000,280521818,2024-12-19,10:30,유찰,,,,,,,,
SFN0101,2,25-Y-액화석유가스(LPG) 구매,물품,총액계약,제한경쟁,적격심사제,Y,연평부대,ZD00160,연평부대,ZD00160,87.995,,126200980,117022727,2024-12-19,10:30,유찰,,,,,,,,
UMM1360,1,(246085-G)24년 BCTP 장비교체사업(리스자산),물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,420602929,417644117,387270000,2024-12-19,11:00,개찰완료,349095860,82.998,2024-12-19,주식회사 세븐전자코리아,김규근,신정민,131-81-60413,"인천광역시 중구 참외전로110-6, 1층 (인현동)"
UMM1351,1,(24G318-I) 전장망 사이버방호체계 교체사업 금융리스,물품,총액계약,일반경쟁,최저가격제,N,국군재정관리단,ZD00303,국군재정관리단,ZD00303,0,885205703,883492440,907685640,2024-12-19,11:00,개찰완료,847059540,95.69,2024-12-19,롯데캐피탈(주),추광식,이정은,120-81-55981,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층"
UMM1350,1,24-F-PC 및 노트북 등 도입사업 통합 금융리스,물품,총액계약,일반경쟁,최저가격제,N,국군재정관리단,ZD00303,국군재정관리단,ZD00303,0,12526891789,12502160000,12853491470,2024-12-19,11:00,개찰완료,12022882470,95.976,2024-12-19,미래에셋캐피탈(주),정지광,박영화,410-81-40265,"서울특별시 중구 을지로5길26, 6층 (수하동, 미래에셋센터원 웨스트타워)"
UMM1358,1,24-F-네트워크 사이버방호체계 교체 등 4건 금융리스,물품,총액계약,일반경쟁,최저가격제,N,국군재정관리단,ZD00303,국군재정관리단,ZD00303,0,3587813205,3578970000,3331922618,2024-12-19,11:00,개찰완료,3467705000,96.652,2024-12-19,롯데캐피탈(주),추광식,이정은,120-81-55981,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층"
HDQ0001,1,25-의료폐기물 위탁처리 용역,용역,총액계약,제한경쟁,적격심사제,Y,제20전투비행단,ZD00161,제20전투비행단,ZD00161,84.245,,1764706,1636364,2024-12-19,11:00,유찰,,,,,,,,
SCF1124,1,25년 청수 수송 용역,용역,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.745,63301489,63000000,64184627,2024-12-20,10:30,개찰완료,55561100,87.772,2024-12-20,(주)제일항업,주재창,최은정,121-81-21882,인천광역시 중구 사동2-6 한일빌딩 3층
SCQ0133,1,25-평 사과 등 15종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9911부대,1290334,제9911부대,1290334,82.995,401945667,401934000,373038909,2024-12-20,10:30,개찰완료,333598500,82.995,2024-12-20,(주)해우씨푸드,권태우,권태우,215-86-03748,부산광역시 사하구 을숙도대로755번길15-3 (구평동)
SCQ0135,1,25-연 연평지구(일반무 등 38종) 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9911부대,1290334,제9911부대,1290334,87.945,137944342,137598000,128389545,2024-12-20,10:30,개찰완료,121388900,87.998,2024-12-20,오뉴푸드,황혜민,황혜민,706-04-02889,"인천광역시 서구 염곡로15번길7, 2층 202호(가좌동, 탑 엔지니어링)"
SCQ0136,1,25-평 슬라이스치즈 등 83종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9911부대,1290334,제9911부대,1290334,82.995,1393283169,1389326000,1299782818,2024-12-20,10:30,개찰완료,1156622573,83.014,2024-12-20,주식회사 아람비즈,신옥성,조영재,127-86-26726,"서울특별시 금천구 가산디지털1로83, 405호(가산동,파트너스타워1차)"
SCQ0137,1,25-평 구이용삼겹살 등 7종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9911부대,1290334,제9911부대,1290334,82.995,432930350,428065000,426331818,2024-12-20,10:30,개찰완료,359420450,83.02,2024-12-20,주식회사 합천식품,김성봉,박현성,615-81-55591,경상남도 김해시 진례면 고모로324번길102-0
MDS0003,1,25년 HPC체계 기반시설 유지보수 용역,용역,총액계약,제한경쟁,적격심사제,Y,제3707부대,1290494,제3707부대,1290494,87.745,109388092,109448039,101488182,2024-12-20,10:30,개찰완료,96256000,87.994,2024-12-20,주식회사 정엔지니어링,박정철,이수연,605-81-50809,부산광역시 부산진구 성지곡로51번길 27(초읍동)
HDT0028,1,작근단 유휴시설 철거 건설폐기물 처리용역,용역,총액계약,제한경쟁,적격심사제,Y,공군작사근무지원단,ZD00282,공군작사근무지원단,ZD00282,86.745,280906829,280515900,256349091,2024-12-23,11:00,개찰완료,243712000,86.759,2024-12-30,(주)삼성환경개발,이호찬,김성덕,126-81-57518,경기도 이천시 설성면 설가로 219()
LCF0585,2,MR기반 핵 및 화생방작전 교육훈련체계 선행연구용역,용역,총액계약,2단계경쟁(동시),최저가격제,N,육군군수사령부,1290307,육군군수사령부,1290307,0,62954979,63800000,58000000,2024-12-23,11:00,개찰완료,10000000,15.884,2024-12-23,국립금오공과대학교산학협력단,권오형,권인자,513-82-07067,"경상북도 구미시 대학로 61, 금오공과대학교 산학협력단(양호동)"
LFR0020,1,전차 표적지(영점  고정  이동) 구매 ,물품,총액계약,제한경쟁,적격심사제,Y,육군기계화학교,ZD00035,육군기계화학교,ZD00035,87.995,43955723,44305000,41368182,2024-12-23,10:30,개찰완료,38878900,88.45,2024-12-23,현진,정재필,정재필,126-06-51123,경기도 양평군 양서면 식곡길32번길39-0
MCJ0011,1,군수동원 등 이관사업 SW 직접구매 금융리스,물품,총액계약,일반경쟁,최저가격제,N,국방통합데이터센터,ZD01034,국방통합데이터센터,ZD01034,0,7020992916,7020959520,6382690473,2024-12-23,11:00,개찰완료,6865555680,97.786,2024-12-23,롯데캐피탈(주),추광식,이유재,120-81-55981,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층"
MDG0225,2,25년 VoIP 교환기 유지보수용역,용역,총액계약,일반경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.745,,68016900,63095455,2024-12-23,11:00,유찰,,,,,,,,
SFG0145,1,25년 액화석유가스 구매(소형벌크),물품,총액계약,일반경쟁,적격심사제,Y,제9181부대,ZD00151,제9181부대,ZD00151,82.995,228969521,229812540,229812540,2024-12-23,10:30,개찰완료,197408000,86.215,2024-12-23,창림에너지(주),유청권,유청권,127-81-07059,경기도 동두천시 평화로 2884-2(상봉암동)
EBB0358,1,24-214급 잠수함(이00함) 6.5년차 창정비,물품,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,,0,2024-12-24,10:30,유찰,,,,,,,,
