입찰공고번호,입찰공고차수,입찰공고명,업무구분명,계약체결형태명,계약체결방법명,낙찰자결정방법명,적격심사여부,공고기관명,공고기관코드,수요기관명,수요기관코드,낙찰하한율,예정가격,기초금액,추정가격,개찰일자,개찰시각,개찰결과구분명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체사업자등록번호,최종낙찰업체주소
MDG0231,1,24-6차 의무물자(비상샤워기 등 3종),물품,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,22505355,22581996,20529087,2024-12-12,11:00,개찰완료,19803623,87.995,2024-12-13,엠에이기획,조민아,조민아,569-46-01170,"강원특별자치도 원주시 오성마을길63-25, 상가동 201호 (단구동, 원주단구 내안애카운티 에듀파크 1단지)"
MDG0232,1,24-5차 의무물자(실험의자 등 3종),물품,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,8714238,8659200,7872000,2024-12-12,11:00,개찰완료,7706255,88.432,2024-12-13,봄앤현,이희주,이희주,573-18-02156,"충청남도 계룡시 엄사면 번영로113-32 (계룡파라디아), 106동 2303호"
MHD0101,1,함정정보시스템용 3D CAD 프로그램 라이선스 구매,물품,총액계약,제한경쟁,적격심사제,Y,방위사업청(운영지원과),1690000,방위사업청(운영지원과),1690000,87.995,91632910,91600000,85000000,2024-12-12,14:30,개찰완료,89800000,97.999,2024-12-12,주식회사 큐빅시스템즈,이상선,이상선,420-81-01143,"서울특별시 금천구 가산디지털2로135, 925호, 926호(가산동, 가산 어반워크1)"
SCF1119,1,OO함 연료유 탱크 청락/도장 외주용역,용역,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,209087630,208000000,200034405,2024-12-12,10:30,개찰완료,186355000,89.127,2024-12-12,우진실업(주),주광준,김세진,417-81-22652,"전라남도 여수시 좌수영로57, 5층(광무동, 흥국빌딩)"
SCR0127,1,25-포장두부 등 44종 구매,물품,총액계약,일반경쟁,적격심사제,Y,해군제3함대사령부,ZD00155,해군제3함대사령부,ZD00155,82.995,330125306,327900000,304075455,2024-12-12,10:30,개찰완료,273993200,82.996,2024-12-12,드림에프앤에프,김태희,김태희,419-22-01622,"부산광역시 기장군 정관읍 달산2길13-10, 1층 102호"
SFC0161,1,피아노 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,4897312,4900000,4454545,2024-12-12,10:30,개찰완료,4309550,87.998,2024-12-12,유니온티에이,최용노,최용노,128-39-10408,경기도 고양시 일산동구 정발산로15-0 (장항동) 4층 415호
SFN0101,1,25-Y-액화석유가스(LPG) 구매,물품,총액계약,제한경쟁,적격심사제,Y,연평부대,ZD00160,연평부대,ZD00160,87.995,,126200980,117022727,2024-12-12,10:30,유찰,,,,,,,,
UMM1321,1,(24 F307-A)25년 대기오염 측정용역(특정/일반물질),용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.745,203758937,204168620,189320000,2024-12-12,11:00,개찰완료,178823130,87.762,2024-12-12,주식회사 미래엔솔,우희석,노가영,419-81-02759,"경기도 안양시 동안구 학의로268, 102호(관양동, 안양메가밸리)"
UMM1315,1,25-F-배속병력 전세버스 수송용역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.745,235385647,236870000,219648182,2024-12-12,11:00,개찰완료,234600000,99.666,2024-12-12,희성고속관광(주),송정애,주준돈,608-81-54901,대구광역시 달서구 성당로199-1 (성당동)
UMM1332,1,25~28-D-국방시설본부 임대차량 용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,595538347,594820000,551563636,2024-12-12,11:00,개찰완료,494438400,83.023,2024-12-12,주식회사 레드캡투어,인유성,김병직,111-81-26895,"서울특별시 중구 을지로100, 비동 19층(을지로2가, 파인에비뉴)"
MCN0003,2,25년 복지시설 직원식당 식자재 구매,물품,총액계약,2단계경쟁(동시),최저가격제,N,국방부근무지원단,1290461,국방부근무지원단,1290461,0,2571697879,2585385877,2350350797,2024-12-12,10:00,개찰완료,2065298425,80.308,2024-12-12,(주)현대그린푸드,박홍진,이수정,656-81-02756,"경기도 용인시 수지구 문인로30-0 (동천동, 현대그린푸드)"
SFC0001,1,25-덕-체 식재료(가지 등 174품목) 구매,물품,총액계약,일반경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,82.995,280962656,279339010,253944555,2024-12-12,10:30,개찰완료,233295561,83.034,2024-12-12,드림팩토리,고은희,고은희,132-23-66711,"충청남도 천안시 동남구 대흥로321, 502호(성황동, 수평빌딩)"
SFC0004,1,25-덕-체 공산품(분말짜장 등 173품목) 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,60248085,60494950,54995409,2024-12-12,10:30,개찰완료,53019600,88.002,2024-12-12,주식회사 미소랑,김지혜,박영분,848-87-02828,"인천광역시 중구 연안부두로107번길34, 2동 1층(항동7가)"
LFN0040,1,24년 3사교 모집홍보영상 제작 용역,용역,총액계약,2단계경쟁(동시),최저가격제,N,육군3사관학교,1290306,육군3사관학교,1290306,0,,31790000,28900000,2024-12-13,15:00,유찰,,,,,,,,
MCT0073,1,재고번호미입력품목,물품,단가계약,일반경쟁,적격심사제,Y,국군체육부대,1290464,국군체육부대,1290464,82.995,,569101860,517365327,2024-12-13,10:30,순위확정,,,,,,,,
MCT0072,1,재고번호미입력품목,물품,단가계약,제한경쟁,적격심사제,Y,국군체육부대,1290464,국군체육부대,1290464,82.995,164980203.5,164854000,149867273,2024-12-13,10:30,개찰완료,137758091,83.499,2024-12-16,주식회사 세븐스타컴퍼니,김동진,김동진,826-86-00110,경상북도 칠곡군 왜관읍 현대로93
MCT0075,1,재고번호미입력품목,물품,단가계약,일반경쟁,적격심사제,Y,국군체육부대,1290464,국군체육부대,1290464,82.995,427188222.1,428297350,389361227,2024-12-13,10:30,개찰완료,354558558,82.998,2024-12-16,주식회사 에스티엑스에프앤씨,이성기,이성기,117-87-01875,부산광역시 남구 신선로217-15 (감만동)
SFM0100,1,25~27년 해병대 KAAV 해상보험 용역,용역,총액계약,일반경쟁,적격심사제,Y,제3170부대,ZD00464,제3170부대,ZD00464,47.995,,308574000,280521818,2024-12-13,10:30,유찰,,,,,,,,
UAB0088,1,25년 국군복지단 체육시설업자 배상책임보험 재공고,용역,총액계약,일반경쟁,적격심사제,Y,국군복지단,ZD00882,국군복지단,ZD00882,47.995,,102332050,94889727,2024-12-13,11:00,유찰,,,,,,,,
UMM1338,1,(24G306-I) MW통신체계 성능 개선 금융리스,물품,총액계약,일반경쟁,최저가격제,N,국군재정관리단,ZD00303,국군재정관리단,ZD00303,0,8442526041,8489302440,8706035060,2024-12-13,11:00,개찰완료,8108186380,96.039,2024-12-13,롯데캐피탈(주),추광식,이정은,120-81-55981,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층"
UMM1336,1,(24G308-I) 전군 통합보안관제 확대구축 사업 리스,물품,총액계약,일반경쟁,최저가격제,N,국군재정관리단,ZD00303,국군재정관리단,ZD00303,0,6953370616,6916875056,7055212558,2024-12-13,11:00,개찰완료,6693664090,96.265,2024-12-13,롯데캐피탈(주),추광식,이정은,120-81-55981,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층"
UMM1337,1,(24G310-I) 합참 국직부대 정보화장비구매(금융리스),물품,총액계약,일반경쟁,최저가격제,N,국군재정관리단,ZD00303,국군재정관리단,ZD00303,0,3710315966,3707153860,3798778810,2024-12-13,11:00,개찰완료,3547888510,95.622,2024-12-13,비씨카드주식회사,최원석,김동원,214-81-37726,"서울특별시 중구 을지로170, 비동(을지로4가, 을지트윈타워)"
EMA0025,2,고성능영상감시체계,물품,총액계약,수의계약,협상,N,방위사업청,1690000,방위사업청,1690000,,,5800715000,0,2024-12-16,15:00,유찰,,,,,,,,
HCR0045,1,15비 항공관제레이더 관급자재 자동제어설치공사,물품,총액계약,제한경쟁,적격심사제,Y,공군제15특수임무비행단,ZD00174,공군제15특수임무비행단,ZD00174,87.995,110231887,110510784,102473636,2024-12-16,13:30,개찰완료,96999600,87.995,2024-12-16,주식회사 우리아이텍,고경호,고경호,513-88-00372,전라남도 장성군 북일면 신흥로416
LFC0080,1,25년 1~3월 부식 제조/구매,물품,총액계약,일반경쟁,적격심사제,Y,육군훈련소,ZD00010,육군훈련소,ZD00010,82.995,826132118,829956300,754505727,2024-12-16,11:00,개찰완료,685653595,82.995,2024-12-16,한림세종,이문희,이문희,897-30-01657,세종특별자치시  한누리대로284-0 (나성동) 209호
LFC0081,1,25년 1~3월 후식 제조/구매,물품,총액계약,일반경쟁,적격심사제,Y,육군훈련소,ZD00010,육군훈련소,ZD00010,82.995,609469675,603720000,548836364,2024-12-16,11:00,개찰완료,505977700,83.019,2024-12-16,여름푸드,이은아,이은아,313-19-01964,부산광역시 강서구 맥도강변길224
LKQ0043,1,25년 항행안전시설 1종(VOR) 외주정비 용역 재공고,용역,총액계약,제한경쟁,적격심사제,Y,육군항공학교,ZD00097,육군항공학교,ZD00097,87.745,30431151,30468200,28263636,2024-12-16,10:30,개찰완료,28000000,92.01,2024-12-16,주식회사 씨엔테크,김훈석,김훈석,234-81-02857,"경기도 김포시 양촌읍 황금로117, 이젠테크노존 가동 411호"
MCT0077,1,고추장  참고을  참고을잘익은 고추장  7kg,물품,단가계약,일반경쟁,적격심사제,Y,국군체육부대,1290464,국군체육부대,1290464,82.995,571484016.2,569101860,517365327,2024-12-16,10:30,개찰완료,474346400,83.002,2024-12-20,주식회사 에바다,허아람,허아람,456-81-02063,경상남도 창원시 진해구 안청남로6번길6-0 (안골동) 에바다축산
MDD0118,1,2024년 4-3차 의무비품 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군수도병원,ZD00236,국군수도병원,ZD00236,87.995,51987303,52213420,48435455,2024-12-16,17:00,개찰완료,45746350,87.995,2024-12-18,르몽드뷰티(LEMONDEbeauty),황서영,황서영,363-66-00116,"광주광역시 동구 충장로21-1, 2층(충장로5가)"
UMM1343,1,(24F302-A)  근조화환 지원 용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,85.495,,294117640,272727273,2024-12-16,11:00,유찰,,,,,,,,
EKA0042,1,덮개 차량구성품용(소차 5차양산),물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,199842248,199851000,0,2024-12-17,10:30,개찰완료,175906850,88.022,2024-12-17,부림산업,조주희,지서영,615-18-46614,경상남도 김해시 김해대로2646-0 (안동)
EKA0043,1,차량공구셋트류,물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,156070190,155669000,0,2024-12-17,10:30,개찰완료,137356300,88.009,2024-12-17,디오이앤씨,송현덕,송현덕,167-04-01294,전라남도 광양시 중동로97-0 (중동) 3층
HDK0030,1,25년 주거시설 계단청소 용역,용역,총액계약,일반경쟁,적격심사제,Y,공군제11전투비행단,ZD00202,공군제11전투비행단,ZD00202,87.995,99906498,99847640,92586000,2024-12-17,10:30,개찰완료,87913390,87.995,2024-12-17,주식회사 피너,김향민,오미진,262-86-02352,"충청북도 청주시 서원구 사운로91, 301동 204호 (사직동)"
HDM0057,2,[24-0216] 귀빈공수헬기 시트 2품목 구매,물품,총액계약,일반경쟁,적격심사제,Y,공군제17전투비행단,ZD00206,공군제17전투비행단,ZD00206,87.995,29959002,29997000,27270000,2024-12-17,10:30,개찰완료,26542420,88.595,2024-12-17,아산웰딩테크,김노경,김노경,136-01-90297,인천광역시 남동구 남동서로 52(고잔동) 남동공단 128블럭 1롯트 1층
HDN0042,1,25년 생활폐기물(폐합성수지류) 처리 용역,용역,총액계약,제한경쟁,적격심사제,Y,공군제18전투비행단,ZD00187,공군제18전투비행단,ZD00187,84.245,34180135,34000000,34545455,2024-12-17,13:00,개찰완료,28809500,84.287,2024-12-17,더블유아이케이강원 주식회사,현병태,양현우,659-81-03074,강원특별자치도 강릉시 사천면 지재길52
HDN0043,1,25년 오폐수처리시설 관리용역,용역,총액계약,제한경쟁,적격심사제,Y,공군제18전투비행단,ZD00187,공군제18전투비행단,ZD00187,87.745,180405554,180143000,167041818,2024-12-17,13:00,개찰완료,158472700,87.842,2024-12-17,나라환경개발주식회사,정연수,김영희,222-81-14554,강원특별자치도 정선군 남면 별어곡1길61-10
HDP0037,2,정비격납고 개보수/증축 관급자재(SGP 판넬) 제조,물품,총액계약,제한경쟁,적격심사제,Y,공군제19전투비행단,ZD00189,공군제19전투비행단,ZD00189,82.995,136907466,137816150,125287409,2024-12-17,11:00,개찰완료,128100000,93.566,2024-12-17,강림산업 주식회사,구본출,구옥미,128-81-42758,"경기도 파주시 방화리길8-0 (연다산동, 강림산업(주))"
HDQ0083,1,24-피해복구 건설폐기물 처리 용역,용역,총액계약,제한경쟁,적격심사제,Y,제20전투비행단,ZD00161,제20전투비행단,ZD00161,87.745,8367046,8411765,7800000,2024-12-17,11:00,개찰완료,7342000,87.749,2024-12-17,예일환경 주식회사,심지영,고혜림,311-81-13189,충청남도 예산군 대흥면 형제고개로696-21
LCF0585,1,MR기반 핵 및 화생방작전 교육훈련체계 선행연구용역,용역,총액계약,2단계경쟁(동시),최저가격제,N,육군군수사령부,1290307,육군군수사령부,1290307,0,,63800000,58000000,2024-12-17,11:00,유찰,,,,,,,,
LKH0049,1,간부숙소 붙박이장 설치납품,물품,총액계약,제한경쟁,적격심사제,Y,제6128부대,ZD00091,제6128부대,ZD00091,87.995,70093433,70294110,65181818,2024-12-17,10:30,개찰완료,61787940,88.15,2024-12-17,주식회사 엘베누스하우징,김현진,김현진,615-81-66496,"경상남도 김해시 경원로55번길20, 9층 901호(내동, 동화오피스텔)"
LKS0066,1,근속30주년 기념휘장 제조,물품,총액계약,일반경쟁,적격심사제,Y,육군인사사령부,ZD00788,육군인사사령부,ZD00788,82.995,426718832,427499990,396409082,2024-12-17,10:30,개찰완료,365512490,85.656,2024-12-17,지우실업 주식회사,김지우,김귀남,127-86-46741,경기도 동두천시 신천로366번길13-0 (상봉암동)
LMP0051,1,24년 정비피복 제조(정비복 외 6종),물품,총액계약,제한경쟁,적격심사제,Y,제3보병사단,ZD00507,제3보병사단,ZD00507,87.995,110933217,110250000,100227273,2024-12-17,10:30,개찰완료,97848327,88.204,2024-12-17,현대종합상사,윤정만,윤정만,608-21-68167,경상남도 창원시 마산회원구 봉암북10길2 (봉암동)
LPG0038,1,상주GP 노후 방탄유리 설치  납품,물품,총액계약,제한경쟁,적격심사제,Y,제5보병사단,ZD00376,제5보병사단,ZD00376,87.995,179641597,180000000,163636364,2024-12-17,10:30,개찰완료,158098500,88.007,2024-12-17,주식회사 무안유통,김형균,김형균,826-86-01967,"경기도 평택시 중앙2로13, 6층 602-1-409호(평택동, 센텀스카이)"
MCD0084,1,2025년 국방부 종합홍보용역,용역,총액계약,협상에의한계약(전자),협상,N,국방부(운영지원과),1290000,국방부(운영지원과),1290000,,974000000,,885454545,2024-12-17,17:00,개찰완료,897000000,92.094,2025-01-02,주식회사 레인보우커뮤니케이션,유영석,이수경,211-87-45840,"서울특별시 영등포구 당산로41길11, 더블유동 16층(당산동4가, 당산에스케이브이원센터)"
MCD0087,1,국방 시설분야 BMI 추진전략 및 기준,용역,총액계약,협상에의한계약(전자),협상,N,국방부(운영지원과),1290000,국방부(운영지원과),1290000,,69636000,,63305455,2024-12-17,17:00,개찰완료,62672000,89.999,2024-12-23,한국건설기술연구원,박선규,김진,229-82-01135,경기도 고양시 일산서구 고양대로 283(대화동)
MCS0139,1,25년 간부식당 김치류 구매,물품,총액계약,제한경쟁,적격심사제,Y,계룡대근무지원단,1290286,계룡대근무지원단,1290286,87.995,314024774,315484310,292540000,2024-12-17,11:00,개찰완료,276416600,88.023,2024-12-17,농업회사법인 약속식품주식회사,최순애,최순애,514-88-00512,경기도 화성시 남양읍 남양로119-34
MDD0119,1,2024년 4-4차 의무비품 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군수도병원,ZD00236,국군수도병원,ZD00236,87.995,83607488,83142720,77126827,2024-12-17,17:00,개찰완료,73571730,87.996,2024-12-17,주식회사 늘품컴퍼니,김준영,김준영,683-88-03305,"경기도 용인시 기흥구 죽전로29, 6층 6012호 (보정동)"
MDK0073,1,25년 하역장비 보험,용역,총액계약,일반경쟁,적격심사제,Y,국군수송사령부,1290460,국군수송사령부,1290460,47.995,,22730411,21077291,2024-12-17,11:00,유찰,,,,,,,,
MFL0010,1,24년 워게임체계 임차 금융리스,물품,총액계약,일반경쟁,최저가격제,N,합동참모본부,1290451,합동참모본부,1290451,0,2337456779,2323588235,2154600000,2024-12-17,11:00,개찰완료,2076453520,88.833,2024-12-17,미래에셋캐피탈(주),정지광,박영화,410-81-40265,"서울특별시 중구 을지로5길26, 6층 (수하동, 미래에셋센터원 웨스트타워)"
SCF0947,4,Lynx 음탐 케이블 인양 검사기 유지보수 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,25000000,23283636,2024-12-17,10:30,순위확정,,,,,,,,
SCF0978,2,DDG 원격 제어밸브 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,438388762,438000000,410697273,2024-12-17,10:30,개찰완료,374966610,85.532,2024-12-17,한국에머슨프로세스매니지먼트마린솔루션즈(주),라마수브라마니안 사티 칸난,이종용,603-81-42263,부산광역시 사하구 장평로223-0 (신평동)
SCF1120,1,모터드라이버 AZ/CL 구동용 등 2종 구매,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,1469000000,1362744000,2024-12-17,10:30,순위확정,,,,,,,,
SCF1121,1,연결링크 강체형 등 2종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,558552117,559000000,518700000,2024-12-17,10:30,개찰완료,464700000,83.197,2024-12-17,뉴테크코리아 주식회사,이인순,이용민,872-81-02208,경기도 화성시 송산면 송산포도로510-13
SCF1122,1,전투원용무전기 유지보수 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,183000000,181772300,2024-12-17,10:30,유찰,,,,,,,,
SDF0187,2,24-항-06 항공기 견인차 외주정비,물품,총액계약,제한경쟁,적격심사제,Y,제5738부대,ZD00158,제5738부대,ZD00158,87.995,,63000000,58664545,2024-12-17,10:30,유찰,,,,,,,,
SFC0155,2,24-덕-항온항습기 구매 설치,물품,총액계약,제한경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,,6300000,5727273,2024-12-17,10:30,유찰,,,,,,,,
SFD0124,1,25-P-감시장비 외주정비 용역,용역,총액계약,제한경쟁,적격심사제,Y,제9227부대,ZD00150,제9227부대,ZD00150,85.495,510304413,506409000,469598182,2024-12-17,10:30,개찰완료,442762100,86.764,2024-12-17,제일정보통신 주식회사,송원호,송원호,513-81-39806,경상북도 구미시 화신로60-0 (광평동)
SFN0102,1,24-Y-2 기호식품 구매 납품,물품,총액계약,제한경쟁,적격심사제,Y,연평부대,ZD00160,연평부대,ZD00160,87.995,159547709,158910780,147353636,2024-12-17,10:30,개찰완료,140512112,88.069,2024-12-17,주식회사 옹진물산,곽창열,임태윤,807-86-01097,인천광역시 옹진군 백령면 사곶로122번길11-0
UMM1352,1,(246409-C) 관급자재 변압기 제조,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,378758202,377666666,350200000,2024-12-17,11:00,개찰완료,333542000,88.061,2024-12-17,(주)케이피 일렉트릭,김호철,고동국,139-81-22320,인천광역시 미추홀구 방축로328-0 (주안동)
UMM1339,1,25-M-워게임모델 H/W 유지보수,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.745,118708309,118710000,110081818,2024-12-17,11:00,개찰완료,104163080,87.747,2024-12-17,주식회사한국픽셀,홍상의,홍상의,644-87-00548,경기도 광명시 광명역로26-0 (일직동)1동1212호 (광명역파크자이)
UMM1340,1,25-M-프린터(복합기) 임차 용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,85.495,248429979,250120000,231938182,2024-12-17,11:00,개찰완료,212949667,85.718,2024-12-17,주식회사 서트,차성호,차성호,121-81-96990,인천광역시 남구 미추홀대로669번길 81(도화동)
UMM1345,1,(24F293-I) 사단 외진버스 민간용역(서부1권역),용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,77.995,,3058823529,2836363636,2024-12-17,11:00,유찰,,,,,,,,
UMM1346,1,(24F294-I) 사단 외진버스 민간용역(서부2권역),용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,85.495,,392156862,363636364,2024-12-17,11:00,유찰,,,,,,,,
UMM1347,1,(24F295-I) 사단 외진버스 민간용역 동부권역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,77.995,2721087061,2705882352,2509090909,2024-12-17,11:00,개찰완료,2699280000,99.198,2024-12-17,매일관광주식회사,허봉,김은희,221-81-01885,"강원특별자치도 춘천시 동내면 순환대로940, 1층"
UMM1334,1,24-M-볼음소초 생활관 자동제어 제조,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,465935940,470770000,436535455,2024-12-17,11:00,개찰완료,410277640,88.054,2024-12-17,송암시스콤 주식회사,이지학,신연화,138-81-12998,강원특별자치도 원주시 문막읍 동화공단로32-0
UMM1333,1,24-N-스마트쉽 무선네트워크 구축 금융리스,물품,총액계약,일반경쟁,최저가격제,N,국군재정관리단,ZD00303,국군재정관리단,ZD00303,0,2652536852,2659840000,2643508236,2024-12-17,11:00,개찰완료,2552654710,96.234,2024-12-17,미래에셋캐피탈(주),정지광,박영화,410-81-40265,"서울특별시 중구 을지로5길26, 6층 (수하동, 미래에셋센터원 웨스트타워)"
LHR0002,3,25년 음식물류 폐기물 위탁처리 용역,용역,총액계약,제한경쟁,적격심사제,Y,육군 제37보병사단,ZD00102,육군 제37보병사단,ZD00102,84.245,199102547,199500000,181363636,2024-12-17,10:30,개찰완료,168068775,84.413,2024-12-17,중원산업,김경민,김경민,381-90-00161,충청북도 충주시 주덕읍 화개1길16 (서충주신도시 삼일파라뷰 그랜드센트럴) 220동 212호
SFH0001,1,25-B-전기안전관리대행 용역(도서지역),용역,총액계약,제한경쟁,적격심사제,Y,제9196부대,ZD00370,제9196부대,ZD00370,87.745,148153991,147596700,136862400,2024-12-17,10:30,개찰완료,130083460,87.802,2024-12-17,주식회사 드림파워이앤씨,이진희,이진희,848-87-01080,"인천광역시 남동구 장승로38, 3층 (만수동)"
UMM0002,1,25-N-해군 하역 용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,1253462713,1256220000,1166370018,2024-12-17,11:00,개찰완료,1103988750,88.075,2024-12-17,주식회사 고주몽,강수지,강수지,732-86-00246,경기도 안산시 상록구 당골4길1-0 (사동) 1층
EBB0356,1,24-209급 잠수함(나00함) 6.5년차 창정비,물품,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,,0,2024-12-18,10:30,유찰,,,,,,,,
EBB0357,1,24-214급 잠수함(손00함) 13년차 창정비,물품,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,,0,2024-12-18,11:00,유찰,,,,,,,,
EWA0009,1,장-III B-I 정비대체장비(지지대 윈치용 등 10종),물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,7986204120,7973263000,0,2024-12-18,11:00,개찰완료,7255670000,90.852,2024-12-18,(주)매티스,김효현,황희연,665-86-01872,경상남도 진주시 정촌면 뿌리산단로68
HCM0076,1,’25년 하늘/우주식당 식자재  축산류 구매,물품,총액계약,일반경쟁,적격심사제,Y,공군교육사령부,ZD00172,공군교육사령부,ZD00172,82.995,960315701,964158140,894037555,2024-12-18,10:30,개찰완료,797035240,82.997,2024-12-18,농업회사법인 자연과농부주식회사,김민우,손인태,317-81-34692,충청북도 괴산군 사리면 사리로81-0
HDN0046,1,’25년 음식물류 폐기물 처리 용역,용역,총액계약,제한경쟁,적격심사제,Y,공군제18전투비행단,ZD00187,공군제18전투비행단,ZD00187,84.245,71619986,71655000,66444545,2024-12-18,13:00,개찰완료,60480450,84.446,2024-12-18,금강산업(명),염기숙,염기숙,227-81-03052,강원특별자치도 고성군 토성면 성대로3-27
LCF0586,2,기화기 조립체 등 14항목 제조(일장-019),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,625590080,569627345,2024-12-18,10:30,순위확정,,,,,,,,
LKT0083,1,25년 1~3월 부대계약 급식품목(식육가공품) 구매,물품,총액계약,일반경쟁,적격심사제,Y,제1989부대,ZD00011,제1989부대,ZD00011,82.995,173976407,173196470,160600364,2024-12-18,10:30,개찰완료,144392750,82.995,2024-12-18,우리모두,장동진,장동진,342-03-00832,경기도 여주시 여양로590 (오금동)
LKT0084,1,25년 1~3월 부대계약 급식품목(빵류) 구매,물품,총액계약,일반경쟁,적격심사제,Y,제1989부대,ZD00011,제1989부대,ZD00011,82.995,437088602,436117156,404399545,2024-12-18,10:30,개찰완료,362762141,82.995,2024-12-18,주식회사 신라명과,박창훈,강윤구,123-81-12055,경기도 안양시 만안구 덕천로72번길30 (안양동)
MCX0078,1,24-일반장비(다목적 송풍기) 구매,물품,총액계약,일반경쟁,적격심사제,Y,자운대근무지원연대,ZD01071,자운대근무지원연대,ZD01071,87.995,138172636,137254900,127272727,2024-12-18,11:00,개찰완료,121586660,87.996,2024-12-18,단단,박진호,박진호,736-24-01822,인천광역시 서구 원당대로117번길70-3(오류동)
MDI0006,1,25년 전산장비 유지보수,용역,총액계약,제한경쟁,적격심사제,Y,제7016부대,ZD00220,제7016부대,ZD00220,87.745,57152913,57580000,52345455,2024-12-18,10:30,개찰완료,50185340,87.808,2024-12-18,주식회사 엘제이이엔지,임성희,임성희,204-86-26080,"서울특별시 동대문구 답십리로23길70-4, 제지1층 제비01호(전농동, 디오빌리지)"
SCK0167,1,25-00사 입영신체검사 위탁용역,용역,총액계약,일반경쟁,적격심사제,Y,해군교육사령부,1290330,해군교육사령부,1290330,87.745,,26500000,24635273,2024-12-18,10:30,유찰,,,,,,,,
UMM1354,1,(24G069-H)25년 전산장비 유지보수 용역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.745,165178656,164176470,160806364,2024-12-18,11:00,개찰완료,145034255,87.804,2024-12-18,주식회사 한국방재기술단,정민규,문희정,408-86-02356,"경기도 과천시 별양상가로7, 502호(별양동)"
UMM1320,2,25-N-전세버스 수송용역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,85.495,254208671,254410000,235909091,2024-12-18,11:00,개찰완료,217400000,85.52,2024-12-18,희성고속관광(주),송정애,주준돈,608-81-54901,대구광역시 달서구 성당로199-1 (성당동)
